schemaID,payoff,conN,type,expN,expVar,conVar,Time,Subject
6,6,0.37594501680000003,replaced,47.54525908,18.83542809,0.03625758888768489,1,1
7,6,0.2164948456,same,50.91984497,22.17450084,0.03625758888768489,1,1
3,5,0.2632302408,same,38.11269084,9.358035718,0.03625758888768489,1,1
5,5,0.69209622,replaced,29.885084,10.26733847,0.03625758888768489,1,1
2,4,0.235738832,same,26.22740557,11.11918442,0.03625758888768489,1,1
9,4,0.6288659792,replaced,29.58977965,10.61967136,0.03625758888768489,1,1
1,3,0.5106529208,same,24.40043609,5.181766043,0.03625758888768489,1,1
10,3,0.2687285224,replaced,21.77354907,3.720593243,0.03625758888768489,1,1
4,2,0.2632302408,replaced,12.30300888,4.169477774,0.03625758888768489,1,1
8,2,0.6481099656,same,22.92546818,17.18497774,0.03625758888768489,1,1
6,6,0.5140726181625138,replaced,47.54525908,18.83542809,0.23257171426515005,2,1
7,6,0.3867669059425257,same,50.91984497,22.17450084,0.2807884027351679,2,1
3,5,0.41638591155246085,same,38.11269084,9.358035718,0.2551138183500706,2,1
5,5,0.752736845190524,replaced,29.885084,10.26733847,0.11634125000716526,2,1
2,4,0.38740031793919083,same,26.22740557,11.11918442,0.25287254113016566,2,1
9,4,0.7073227269344871,replaced,29.58977965,10.61967136,0.14306543382310993,2,1
1,3,0.5996595633409474,same,24.40043609,5.181766043,0.15889027603280043,2,1
10,3,0.4161239721771105,replaced,21.77354907,3.720593243,0.24647348688704518,2,1
4,2,0.3638382564153312,replaced,12.30300888,4.169477774,0.17629233564437619,2,1
8,2,0.7050809625667365,same,22.92546818,17.18497774,0.11083680767148416,2,1
6,6,0.5140726181625138,replaced,47.54525908,18.83542809,0.23257171426515005,3,1
7,6,0.3867669059425257,same,50.91984497,22.17450084,0.2807884027351679,3,1
3,5,0.367648944904657,same,38.11269084,9.358035718,0.25168512281675515,3,1
5,5,0.752736845190524,replaced,29.885084,10.26733847,0.11634125000716526,3,1
2,4,0.38740031793919083,same,26.22740557,11.11918442,0.25287254113016566,3,1
9,4,0.5507179485405516,replaced,29.58977965,10.61967136,0.3350529712670801,3,1
1,3,0.5996595633409474,same,24.40043609,5.181766043,0.15889027603280043,3,1
10,3,0.2673249311544173,replaced,21.77354907,3.720593243,0.3957300023549714,3,1
4,2,0.30569792483944114,replaced,12.30300888,4.169477774,0.21061513231489842,3,1
8,2,0.7050809625667365,same,22.92546818,17.18497774,0.11083680767148416,3,1
6,6,0.4157760491281679,replaced,47.54525908,18.83542809,0.3102450535371239,4,1
7,6,0.3867669059425257,same,50.91984497,22.17450084,0.2807884027351679,4,1
3,5,0.367648944904657,same,38.11269084,9.358035718,0.25168512281675515,4,1
5,5,0.752736845190524,replaced,29.885084,10.26733847,0.11634125000716526,4,1
2,4,0.26650867342518664,same,26.22740557,11.11918442,0.35834824556212225,4,1
9,4,0.5507179485405516,replaced,29.58977965,10.61967136,0.3350529712670801,4,1
1,3,0.5199234547317585,same,24.40043609,5.181766043,0.23082735613674366,4,1
