condition,mean_AC,mean_Schema_RT,mean_RT1,mean_performance,mean_schema_payoff
familiarity_same,0.35833333333333334,24.189549999999983,29.299824999999977,29.816666666666666,4.441666666666666
familiarity_low,0.3458333333333333,25.351091666666672,30.29666666666667,29.441666666666666,4.333333333333333
fixed_low,0.36041666666666666,24.386402083333316,28.561216666666645,29.679166666666667,4.214583333333334
payoff_low,0.3466666666666667,24.87966333333334,29.432855833333353,30.649583333333332,4.635
