Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
4,1,1,0,8,13.907999999999989,18,71,119,110,113,16,15.554999999999987,1.9519999999999986,7.990999999999993,1.3419999999999992,20,5,13,5,77,9,29,5,2,0.5,18,3,6,L,0.202012987012987,0.21688888888888885,0.275551724137931,0.26839999999999997
4,1,2,0,10,18.238999999999987,17,71,2,34,96,12,47.64099999999996,0.061,0.061,0.5489999999999999,20,1,1,2,204,1,1,2,3,0,20,5,6,L,0.23353431372549016,0.061,0.061,0.27449999999999997
4,2,3,0,5,26.71799999999998,20,114,41,43,37,6,27.754999999999978,0.366,0.5489999999999999,10.674999999999992,20,4,2,17,120,4,2,58,5,0.5,36,5.25,6,L,0.23129166666666665,0.0915,0.27449999999999997,0.18405172413793103
4,2,4,0,3,21.227999999999984,19,88,18,15,112,118,24.33899999999998,42.15099999999997,1.585999999999999,0.9759999999999995,20,19,11,2,100,189,14,2,5,0,16,4,6,L,0.24338999999999997,0.223021164021164,0.11328571428571428,0.4879999999999998
4,3,5,0,9,9.393999999999993,15,45,68,70,87,103,9.454999999999993,9.332999999999993,2.439999999999998,3.476999999999997,16,13,9,11,46,40,11,19,4,0,13,3.25,6,L,0.20554347826086955,0.23332499999999998,0.2218181818181818,0.183
4,3,6,0,1,42.82199999999997,16,175,77,83,35,25,42.88299999999997,2.805999999999998,1.585999999999999,1.2199999999999993,17,11,3,2,176,17,3,2,3,0,16,4,6,L,0.24365340909090905,0.16505882352941176,0.5286666666666664,0.6099999999999999
4,4,7,0,6,15.676999999999987,19,83,4,10,8,9,15.798999999999987,5.001999999999996,2.3179999999999983,2.8669999999999978,20,9,9,8,85,12,10,12,6,1,72,6,6,L,0.18587058823529412,0.4168333333333332,0.23179999999999998,0.23891666666666664
4,4,8,0,7,14.334999999999988,20,70,16,92,17,18,20.373999999999985,2.561999999999998,0.488,1.0369999999999995,20,8,2,4,98,12,2,4,6,0.5,39,5.25,6,L,0.20789795918367346,0.21349999999999997,0.244,0.25925
4,5,9,0,6,35.745999999999974,19,155,2,5,8,10,35.806999999999974,2.9279999999999977,2.500999999999998,0.122,20,9,7,1,156,11,10,1,6,1,72,6,6,L,0.22953205128205126,0.26618181818181813,0.2501,0.122
4,5,10,0,1,26.53499999999998,20,129,80,50,74,14,28.974999999999977,10.674999999999992,0.061,0.122,20,14,1,1,144,35,1,1,3,0,16,4,6,L,0.20121527777777776,0.30499999999999994,0.061,0.122
4,6,11,1,2,19.092999999999986,16,96,58,54,43,109,20.739999999999984,0.366,6.8319999999999945,0.183,20,3,15,2,102,3,32,2,4,0,15,3.75,6,L,0.2033333333333333,0.122,0.2135,0.0915
4,6,12,1,1,27.571999999999978,16,106,79,84,78,2,27.754999999999978,0.122,3.476999999999997,1.1589999999999994,18,1,11,2,108,1,12,3,3,0.5,24,3.75,6,L,0.2569907407407407,0.122,0.28974999999999995,0.3863333333333333
4,7,13,1,14,24.94899999999998,20,109,93,94,49,40,25.74199999999998,3.1109999999999975,0.183,3.1109999999999975,20,12,2,9,114,18,2,12,3,0,15,3.75,6,L,0.22580701754385962,0.1728333333333333,0.0915,0.25925
4,7,14,1,8,36.35599999999997,20,158,106,104,63,33,36.84399999999997,5.672999999999996,0.244,1.7079999999999989,20,14,2,5,161,24,2,7,2,0,13,3.25,6,L,0.2288447204968944,0.23637499999999997,0.122,0.244
4,8,15,1,1,46.359999999999964,14,204,82,77,59,100,49.77599999999996,0.061,0.7929999999999997,5.672999999999996,20,1,4,12,224,1,4,23,3,0,12,3,6,L,0.2222142857142857,0.061,0.19824999999999998,0.24665217391304345
