Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
2,1,2,0,4,5.001999999999996,16,32,62,25,108,7,5.977999999999996,4.208999999999997,0.061,0.9759999999999995,17,14,1,4,33,21,1,4,2,0,17,4.25,7,L,0.18115151515151512,0.20042857142857143,0.061,0.244
2,2,3,0,9,4.452999999999997,11,22,62,87,96,23,4.818999999999996,6.648999999999995,0.183,1.7079999999999989,13,13,2,7,24,29,2,10,4,0,16,4,7,L,0.20079166666666667,0.2292758620689655,0.0915,0.1708
2,2,4,0,2,6.526999999999995,14,39,59,99,54,39,7.197999999999995,1.2199999999999993,1.7079999999999989,2.0129999999999986,18,4,7,9,43,5,8,9,4,0,15,3.75,7,L,0.1673953488372093,0.24399999999999994,0.2135,0.22366666666666665
2,3,5,0,10,3.1719999999999975,14,24,119,57,85,96,10.064999999999992,1.9519999999999986,1.4029999999999991,0.061,20,6,8,1,53,7,9,1,3,0,12,3,7,L,0.18990566037735848,0.2788571428571428,0.15588888888888888,0.061
2,3,6,0,5,4.940999999999996,15,24,46,38,76,107,6.404999999999996,1.3419999999999992,1.4029999999999991,0.5489999999999999,20,4,6,1,32,5,7,1,5,0,15,3.75,7,L,0.20015625,0.26839999999999997,0.20042857142857143,0.5489999999999999
2,4,7,0,6,3.9649999999999967,14,25,7,39,9,5,5.184999999999996,3.0499999999999976,1.4029999999999991,1.2809999999999993,20,12,6,3,32,17,7,4,6,0.5,41,5.75,7,L,0.16203125,0.17941176470588235,0.2004285714285714,0.32025
2,4,8,0,1,4.147999999999997,14,22,84,25,64,16,5.916999999999996,0.9759999999999995,2.2569999999999983,0.9759999999999995,19,4,6,4,27,5,8,5,3,0,18,4.5,7,L,0.21914814814814812,0.19519999999999998,0.28212499999999996,0.19519999999999998
2,5,9,0,1,6.587999999999995,15,31,77,82,81,21,8.417999999999994,0.061,0.305,1.463999999999999,20,1,3,7,37,1,3,7,3,0.5,24,3.75,7,L,0.2275135135135135,0.061,0.10166666666666667,0.2091428571428571
2,5,10,0,3,4.7579999999999965,15,26,27,33,55,91,6.892999999999995,0.122,1.0979999999999994,0.305,20,1,6,1,36,1,7,1,5,0,17,4.25,7,L,0.1914722222222222,0.122,0.15685714285714286,0.305
2,6,11,0,8,5.550999999999996,17,38,110,5,83,115,6.160999999999996,1.8299999999999987,1.8909999999999987,0.9759999999999995,20,5,6,6,44,8,8,6,2,0,13,3.25,7,L,0.14002272727272727,0.22874999999999995,0.236375,0.16266666666666665
