Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,payoff,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
1,7,14,1,8,40.80899999999997,13,173,97,98,69,105,42.63899999999997,0.183,4.208999999999997,1.0369999999999995,20,1,12,5,183,1,17,5,2,0.5,16,2.5,6,L,0.23299999999999998,0.183,0.24758823529411764,0.2074
1,8,15,1,7,28.608999999999977,20,135,12,11,6,113,29.584999999999976,0.305,5.001999999999996,0.183,20,2,14,1,140,2,22,1,6,0.5,38,5,6,L,0.21132142857142855,0.1525,0.22736363636363635,0.183
1,8,16,1,3,15.127999999999988,14,67,35,27,31,26,15.554999999999987,0.5489999999999999,3.3549999999999973,10.003999999999992,19,4,10,15,72,5,12,42,5,1,60,5,6,L,0.21604166666666666,0.1098,0.2795833333333333,0.23819047619047617
1,9,17,1,3,14.212999999999989,19,73,25,28,26,57,15.615999999999987,0.061,0.244,21.410999999999984,20,1,2,17,81,1,2,81,5,0.5,34,4.75,6,L,0.1927901234567901,0.061,0.122,0.2643333333333333
1,9,18,1,8,14.212999999999989,19,67,101,99,64,104,15.859999999999987,0.061,5.062999999999996,4.7579999999999965,20,1,12,13,76,1,15,24,2,0.5,16,2.5,6,L,0.20868421052631578,0.061,0.33753333333333324,0.19825
1,10,19,1,3,33.000999999999976,20,148,14,54,49,33,77.71399999999994,0.122,0.061,0.061,20,2,1,1,322,2,1,1,5,0,19,4.75,6,L,0.2413478260869565,0.061,0.061,0.061
1,10,20,1,14,15.188999999999988,20,78,91,118,44,64,22.691999999999982,15.493999999999987,1.7689999999999988,5.306999999999996,20,18,7,12,109,66,8,17,3,0,14,3.5,6,L,0.20818348623853208,0.23475757575757575,0.221125,0.3121764705882352
1,11,21,1,13,25.37599999999998,19,113,111,109,114,45,26.47399999999998,2.1349999999999985,3.9649999999999967,2.805999999999998,20,10,12,11,121,12,18,14,2,0.5,17,2.75,6,L,0.21879338842975204,0.17791666666666667,0.22027777777777777,0.20042857142857143
1,11,22,1,7,18.299999999999986,20,85,4,5,12,10,21.227999999999984,1.0369999999999995,0.5489999999999999,4.269999999999997,20,5,5,14,94,5,5,19,6,1,72,6,6,L,0.22582978723404254,0.20739999999999997,0.1098,0.22473684210526315
1,12,23,1,14,33.000999999999976,18,158,85,95,92,59,36.05099999999997,1.2199999999999993,0.305,9.759999999999993,20,4,2,14,172,6,2,40,3,0.5,22,3.25,6,L,0.2095988372093023,0.2033333333333333,0.1525,0.24399999999999997
1,12,24,1,12,15.249999999999988,20,72,42,64,38,40,19.519999999999985,2.8669999999999978,2.3179999999999983,1.4029999999999991,20,9,6,7,84,13,10,7,5,0.5,34,4.75,6,L,0.23238095238095235,0.22053846153846152,0.23179999999999995,0.20042857142857143
1,13,25,1,2,23.78999999999998,16,107,55,41,59,47,25.25399999999998,2.500999999999998,0.7929999999999997,12.01699999999999,20,9,2,17,112,11,2,56,4,0,18,4.5,6,L,0.22548214285714283,0.22736363636363635,0.39649999999999996,0.21458928571428568
1,13,26,1,11,44.224999999999966,15,215,63,62,18,72,44.346999999999966,1.2809999999999993,6.587999999999995,0.183,16,5,14,2,216,8,29,2,4,0.5,30,4.5,6,L,0.20531018518518518,0.160125,0.2271724137931034,0.0915
1,14,27,1,14,14.639999999999988,20,78,61,88,68,91,37.45399999999997,0.122,0.7929999999999997,1.8299999999999987,20,2,4,4,173,2,4,5,3,0,14,3.5,6,L,0.2164971098265896,0.061,0.19824999999999998,0.366
1,14,28,1,15,11.528999999999991,20,62,15,22,18,23,12.50499999999999,0.366,0.9149999999999996,2.744999999999998,20,3,2,8,67,3,2,14,6,1,72,6,6,L,0.1866417910447761,0.122,0.45749999999999985,0.19607142857142854
1,15,29,1,3,25.13199999999998,12,122,30,32,26,28,27.754999999999978,2.0129999999999986,0.7929999999999997,1.2809999999999993,20,10,5,7,132,11,5,7,5,1,60,5,6,L,0.2102651515151515,0.183,0.1586,0.183
1,15,30,1,12,22.569999999999983,19,92,44,47,68,48,24.94899999999998,0.061,10.308999999999992,6.404999999999995,20,1,14,15,104,1,39,30,5,0.5,34,4.75,6,L,0.23989423076923075,0.061,0.2643333333333333,0.2135
1,16,31,1,11,21.349999999999984,19,101,71,67,64,47,23.179999999999982,0.183,2.9889999999999977,8.051999999999994,20,1,8,15,108,1,9,42,4,0.5,29,4.25,6,L,0.21462962962962961,0.183,0.3321111111111111,0.1917142857142857
1,16,32,1,15,6.221999999999995,12,39,16,15,17,27,6.587999999999995,5.245999999999996,3.2329999999999974,12.13899999999999,15,11,11,16,42,20,12,49,6,0.5,41,5.75,6,L,0.15685714285714286,0.2623,0.2694166666666666,0.247734693877551
2,1,1,0,7,18.238999999999987,19,71,15,24,90,34,18.299999999999986,2.0739999999999985,9.271999999999993,2.561999999999998,20,10,13,9,72,15,29,10,6,0,20,5,6,L,0.25416666666666665,0.13826666666666665,0.31972413793103444,0.2562
2,1,2,0,2,11.223999999999991,16,53,52,54,79,111,11.345999999999991,1.7079999999999989,15.371999999999987,2.0739999999999985,18,7,17,12,55,7,69,14,4,0,13,3.25,6,L,0.20629090909090908,0.244,0.22278260869565217,0.14814285714285713
2,2,3,0,3,27.266999999999978,17,162,34,32,29,14,28.364999999999977,0.6099999999999999,8.844999999999994,0.488,19,3,16,2,164,3,38,2,5,0.5,36,5.25,6,L,0.17295731707317072,0.20333333333333334,0.2327631578947368,0.244
2,2,4,0,4,11.162999999999991,16,54,105,3,101,106,11.223999999999991,19.946999999999985,0.061,0.122,17,18,1,1,55,92,1,1,2,0.5,18,3,6,L,0.20407272727272724,0.21681521739130433,0.061,0.122
2,3,5,0,5,17.689999999999987,20,78,40,98,15,57,24.64399999999998,6.953999999999994,8.112999999999994,0.9149999999999996,20,17,15,4,101,32,33,5,5,0,17,4.25,6,L,0.24399999999999997,0.2173125,0.24584848484848484,0.183
2,3,6,0,6,15.005999999999988,19,70,10,12,3,8,15.371999999999987,0.7319999999999998,0.183,0.488,20,5,2,4,72,6,2,4,6,1,72,6,6,L,0.2135,0.122,0.0915,0.122
2,4,7,0,7,10.613999999999992,11,54,16,21,17,20,10.796999999999992,0.061,7.380999999999994,2.1349999999999985,13,1,17,5,56,1,39,6,6,1,72,6,6,L,0.1928035714285714,0.061,0.18925641025641024,0.3558333333333332
2,4,8,0,6,14.700999999999988,14,63,4,3,1,6,15.188999999999988,5.7949999999999955,4.086999999999997,3.2939999999999974,16,16,12,9,65,27,17,13,6,1,72,6,6,L,0.23367692307692306,0.21462962962962961,0.24041176470588232,0.2533846153846154
2,5,9,0,7,7.807999999999994,15,46,14,15,22,50,7.990999999999993,0.427,2.0129999999999986,7.990999999999993,17,3,5,15,48,3,6,31,6,0.5,40,5.5,6,L,0.16647916666666665,0.14233333333333334,0.33549999999999996,0.25777419354838704
2,5,10,0,6,11.71199999999999,18,56,1,2,110,10,11.77299999999999,3.476999999999997,1.463999999999999,0.9759999999999995,19,8,5,4,57,12,7,4,6,0.5,38,5,6,L,0.20654385964912278,0.28974999999999995,0.20914285714285713,0.244
2,6,11,1,7,25.68099999999998,17,124,3,5,10,11,25.92499999999998,1.8299999999999987,0.122,1.0369999999999995,19,5,2,7,126,6,2,9,6,1,72,6,6,L,0.20575396825396824,0.30499999999999994,0.061,0.11522222222222223
2,6,12,1,15,24.64399999999998,20,117,23,20,61,18,25.98599999999998,1.463999999999999,6.160999999999995,0.7929999999999997,20,7,12,5,121,8,22,5,6,0.5,40,5.5,6,L,0.21476033057851238,0.183,0.2800454545454545,0.1586
2,7,13,1,7,27.08399999999998,20,138,4,5,9,25,27.14499999999998,0.5489999999999999,5.306999999999996,44.163999999999966,20,3,14,16,139,3,24,177,6,0.5,41,5.75,6,L,0.19528776978417264,0.183,0.22112499999999996,0.24951412429378528
2,7,14,1,1,39.52799999999997,17,177,76,80,78,16,39.71099999999997,1.8909999999999987,1.2199999999999993,0.7929999999999997,19,10,7,2,179,11,8,3,3,0.5,24,3.75,6,L,0.22184916201117316,0.1719090909090909,0.1525,0.2643333333333333
2,8,15,1,3,29.157999999999976,17,122,83,13,34,36,41.29699999999997,8.844999999999994,0.9149999999999996,0.9759999999999995,20,18,4,6,178,37,4,7,5,0,19,4.75,6,L,0.23200561797752806,0.23905405405405403,0.22875,0.13942857142857143
2,8,16,1,7,16.530999999999988,19,93,3,1,12,5,17.811999999999987,5.306999999999996,0.8539999999999996,0.6709999999999998,20,15,4,6,101,23,4,6,6,1,72,6,6,L,0.17635643564356435,0.23073913043478259,0.2135,0.11183333333333333
2,9,17,1,11,22.996999999999982,18,117,44,67,72,37,24.46099999999998,6.038999999999995,1.585999999999999,8.051999999999994,20,13,8,14,121,23,8,28,4,0,18,4.5,6,L,0.2021570247933884,0.26256521739130434,0.19824999999999998,0.28757142857142853
