condition,mean_AC,se_AC,mean_Schema_RT,se_Schema_RT,mean_RT1,se_RT1,mean_performance,se_performance,mean_schema_payoff,se_schema_payoff
familiarity_same,0.35833333333333334,0.024999999999999998,24.189549999999983,1.126836410517183,29.299824999999977,1.541705347047945,29.816666666666666,1.3570209460259692,4.441666666666666,0.11863933747986295
familiarity_low,0.3458333333333333,0.03434591406361894,25.351091666666672,1.2798548835225427,30.29666666666667,1.565317257092283,29.441666666666666,1.7265672175519684,4.333333333333333,0.17099639201419234
fixed_low,0.36041666666666666,0.031162157240147054,24.386402083333316,0.6589510096275252,28.561216666666645,1.265740028848204,29.679166666666667,1.6021535557123951,4.214583333333334,0.12163883814162499
payoff_low,0.3466666666666667,0.03408902174467275,24.87966333333334,0.8530376036282026,29.432855833333353,1.2300758217245078,30.649583333333332,1.6563415344892696,4.635,0.10379424653628487
